patentNumber,applicationNum,familyID,applicationDate,granted,grantDate,cpcClass,publicationItems,publicationDate,priorityNumber,language,ipc,title,abstract
EP3684645,EP18815572,64661310,"Thu, 29 Nov 2018",0,,"['B60Q 1/143', 'G06V 20/56', 'G08G 1/166']",EP 3684645 A1,"Wed, 29 Jul 2020",DE/102017223434,de,B60Q 1/14,RACCOURCISSEMENT DE FONCTIONS D'ÉCLAIRAGE,
EP3670268,EP18214528,64746396,"Thu, 20 Dec 2018",1,"Wed, 21 Apr 2021",B60R 7/043,"['EP 3670268 A1', 'EP 3670268 B1']","Wed, 24 Jun 2020",,en,B60R 7/04,FAHRZEUG MIT FAHRZEUGSITZ UND GEPÄCKRAUM,"The invention is concerned with a vehicle (10) comprising a vehicle seat (12) and a luggage-space (19) between a lower side (20) of the vehicle seat (12) and a vehicle floor (17), wherein the luggage-space (19) is designed to receive a luggage-case (21). The vehicle (10) comprises at least one primary positioning element (22, 22') in the luggage-space (19), which is designed to position the luggage-case (21). The luggage-case (21) comprises at least one secondary positioning element (25, 25') and at least one locking element (34), wherein the secondary positioning element (25, 25') is designed to pair with the respective primary positioning element (22, 22'). The luggage-case (21) comprises a case-handle (27) which is designed to adjust the locking element (34) between a locking state (S1) and a de-locking state (S2).
"
EP3670230,EP18213935,64746101,"Wed, 19 Dec 2018",0,,B60K 35/00,EP 3670230 A1,"Wed, 24 Jun 2020",,en,"['B60K 35/00', 'B60W 30/08', 'B60W 30/095']","METHOD FOR OPERATING A DISPLAY DEVICE OF A MOTOR VEHICLE, CONTROL UNIT, DISPLAY DEVICE, AND MOTOR VEHICLE","The invention relates to a method for operating a display device (16) of a motor vehicle (10). The method is performed by a control unit (24), and comprises: receiving a driving situation signal of a sensor module (32), whereby the received signal describes a driving situation in the surroundings of the motor vehicle (10) (S3); on basis of thereof: determining whether the driving situation fulfils a predetermined danger criterion, whereby the provided danger criterion describes a predetermined minimum probability that the motor vehicle (10) is in an imminent dangerous traffic situation (S4), and, if the predetermined danger criterion is fulfilled, providing a display control signal that describes a switching of the screen to a danger mode, in which a part of the surroundings of the motor vehicle (10) is visible on or through said screen, as well as sending said provided display control signal to the display device (16, S6).
"
EP3671718,EP18213937,64746102,"Wed, 19 Dec 2018",0,,G09G 5/003,EP 3671718 A1,"Wed, 24 Jun 2020",,en,G09G 5/00,DISPOSITIF FLOTTANT MAGNÉTIQUE ET VÉHICULE,"The invention is concerned with a magnetic floating device (10) comprising a base unit (11) and a floating unit (12). The base unit (11) comprises a magnetic floating controller (14) and at least one base magnet (15). The floating unit (12) comprises a functional component (28), a control circuitry (30) and at least one floating magnet (31). The functional component (28) comprises a display panel (32) with a pixel matrix. The control circuitry (30) is designed to actuate at least one pixel element of the pixel matrix for displaying a graphic display object (33) at a constant position (P) relative to a reference point (34) on the base unit (11) by shifting the actuation of the respective pixel elements of the graphic display object (33).
"
EP3670236,EP18213941,64746105,"Wed, 19 Dec 2018",1,"Wed, 21 Jul 2021","['B60K 35/00', 'B60K 37/06']","['EP 3670236 A1', 'EP 3670236 B1']","Wed, 24 Jun 2020",,en,"['B60K 35/00', 'B60K 37/06']",A VEHICLE COMPRISING A DISPLAY DEVICE AND AN ELECTRONIC CONTROL UNIT,"The invention is concerned with a vehicle (10) comprising a display device (30) with a graphical user interface (31) and an electronic control unit (41). The graphical user interface (31) is designed for displaying at least one graphic display object (32, 33, 34, 35, 36). The electronic control unit (41) is designed to receive an orientation signal (X) of at least one vehicle element (13, 14, 15), wherein the orientation signal (X) comprises information about a position and/or an orientation of the vehicle element (13, 14, 15) being in a first element position and/or orientation (P1). The electronic control unit (41) is designed to adjust a position of the graphical user interface (31) as a function of the orientation signal (X), such that a relative position of the graphical user interface (31) relative to the at least one vehicle element (13, 14, 15) lies within a predefined tolerance.

"
EP3670235,EP18213943,64746107,"Wed, 19 Dec 2018",1,"Wed, 25 Jan 2023",B60K 37/06,"['EP 3670235 A1', 'EP 3670235 B1']","Wed, 24 Jun 2020",,en,"['B60K 37/00', 'B60K 37/06']","FAHRZEUG MIT EINEM ABTEIL, EINER BEDIENUNGSVORRICHTUNG UND EINER ELEKTRONISCHEN STEUEREINHEIT","The invention is concerned with a vehicle (10) comprising a compartment (15), wherein the compartment (15) is designed to be loaded by an object (16) and an operating device (18) comprising a user-interface (20), wherein the user-interface (20) is designed to output at least one output signal (Q3) on a part (X) of the user-interface (20). The operating device (18) is designed to cover the compartment (15). The compartment (15) comprises a sensing unit (27), wherein the sensing unit (27) is designed to detect a presence of the object (16) when at least a part (16') of the object (16) is loaded into the compartment (15) and the operating device (18) comprises a control circuitry (19), wherein the control circuitry (19) is designed to display a digital image (X1) of the object (16) on a part (X2) of the user-interface (20).
"
EP3670231,EP18213949,64746112,"Wed, 19 Dec 2018",1,"Wed, 13 Oct 2021","['B60K 35/00', 'B60K 37/04', 'G06F 1/1601']","['EP 3670231 A1', 'EP 3670231 B1']","Wed, 24 Jun 2020",,en,"['B60K 35/00', 'B60K 37/04', 'B60R 11/02', 'G06F 1/16']",A DISPLAY DEVICE AND A MOTOR VEHICLE COMPRISING THE DISPLAY DEVICE,"The invention is concerned with a display device (10) comprising a base unit (12) with a base dent region (21) and a main display unit (16) comprising a main display panel (19). The main display unit (16) is integrated in the base dent region (21) and is rotatable about a base axis (25) between a main loaded position (M1) and a main viewing position (M2) where the main display panel (19) is visually accessible to a user (11) from a predefined head position (Q). The display device (10) comprises an auxiliary display unit (31) which is integrated in a main dent region (35) of the main display unit (16). The auxiliary display unit (31) comprises an auxiliary display panel (34) which is designed to be visually accessible to the user (11) from the predefined head position (Q) by rotating the main display unit (16) about the base axis (25).
"
EP3670232,EP18213974,64746127,"Wed, 19 Dec 2018",0,,"['B60K 35/00', 'B60K 37/06', 'B60Q 1/48', 'B60Q 1/50', 'B60Q 1/5037', 'B60Q 1/543', 'B60R 11/0229', 'B60R 11/0235', 'G09F 21/04']",EP 3670232 A1,"Wed, 24 Jun 2020",,en,"['B60K 35/00', 'B60K 37/06', 'B60Q 5/00', 'B60R 11/02', 'G07B 15/02', 'H01L27-32']",A DISPLAY DEVICE FOR A VEHICLE AND A METHOD FOR OPERATING THE DISPLAY DEVICE,"The invention is concerned with a display device (10) for a vehicle (12) comprising a display panel (16) for displaying at least one graphic display object (17), the display device (10) comprising a control circuitry (18) which is designed to enable the displaying of the graphic display object (17), such that the information represented by the at least one graphic display object (17) is displayed in accordance with a predefined physical environment condition. The display device comprises a supporting arrangement (19) which is designed to support the display panel (16) which is adjustable between a first position (P1) and a second position (P2). In the first position (P1), the graphic display object (17) is visually accessible to a user inside the vehicle (12) and in the second position (P2), the graphic display object (17) is visually accessible to at least one person outside the vehicle (10).
"
EP3670233,EP18213980,64746131,"Wed, 19 Dec 2018",0,,"['B60K 35/00', 'B60K 37/06', 'B60R 11/0235', 'G02B 27/0101']",EP 3670233 A1,"Wed, 24 Jun 2020",,en,"['B60K 35/00', 'B60K 37/06', 'B60R 1/00', 'B60R 11/02', 'G02B 27/01']",FAHRZEUG MIT EINER ANZEIGEVORRICHTUNG,"The invention is concerned with a vehicle (10) with a display device (11) comprising a display panel (17) with a pixel matrix (18) and a control circuitry (19) which is designed to actuate at least one pixel element of the pixel matrix (18) for displaying at least one graphic display object (20). The display panel (17) is flexible and is movably supported by means of a controllable supporting arrangement (21). An electronic control unit (16) can adjust a position (P) of the display panel (17) as a function of a position signal (X1) between the first position (P1), where the display panel (17) can cover at least one portion of a vehicle roof (23), and a second position (P2), where the display panel (17) can cover at least one portion of a windscreen (24).
"
EP3670945,EP18213991,65009539,"Wed, 19 Dec 2018",1,"Wed, 15 Dec 2021","['B60K 35/00', 'B60K 37/04', 'B60R 11/02']","['EP 3670945 A1', 'EP 3670945 B1']","Wed, 24 Jun 2020",,en,"['B60K 35/00', 'B60K 37/04', 'B60R 11/02', 'F16C 32/04', 'H02N 15/00']",DISPOSITIF FLOTTANT MAGNÉTIQUE ET VÉHICULE,"The invention is concerned with a magnetic floating device (10) comprising a base unit (17), a floating unit (19) and a signal input unit (22). The base unit (17) comprises a shell (35), a magnetic floating controller (19) and at least one base magnet (20). The floating unit (18) comprises a covering component (30), a functional component (31) and at least one floating magnet (32). The signal input unit (22) is designed to receive an announcement signal (36) that signals an anticipation of a jerk event. The magnetic floating controller (19) is designed to adjust the floating unit (18) from the floating state (S1) to the grounded state (S2) in order to temporarily dock and/or lock the floating unit (18) in the shell (35) of the base unit (17) by adjusting the magnetism of the at least one base magnet (20) as a function of the announcement signal (36).
"
EP3671533,EP18214009,64746150,"Wed, 19 Dec 2018",0,,"['G06V 20/20', 'G06V 20/56', 'G06V 40/10']",EP 3671533 A1,"Wed, 24 Jun 2020",,en,"['G06K9-00', 'G06T 19/00']",FAHRZEUG MIT EINEM KAMERADISPLAYSYSTEM UND VERFAHREN ZUM BETREIBEN DES FAHRZEUGS,"The invention is concerned with a vehicle (10), wherein a field-of-view (16, 16') of a camera (12, 12') is directed to a viewing region (17, 17') and a display device (14, 14') is designed to display an output image (20, 20') to the viewing region (17, 17'). An image processing unit (13) of the system (11) is designed to receive the camera image (21, 21') from the camera (12, 12') and to perform an object recognition for detecting a person (19, 19') in the camera image (21, 21') and to generate the output image (20, 20') on the basis of the camera image (21, 21') by overlaying a predefined image content (22) in the camera image (21, 21') for manipulating an appearance of a body part (23) of the detected person (19, 19') in the output image (20, 20').
"
EP3671483,EP18214018,64746154,"Wed, 19 Dec 2018",0,,G06F 16/444,EP 3671483 A1,"Wed, 24 Jun 2020",,en,G06F 16/44,"A METHOD AND A COMPUTER PROGRAM FOR RECEIVING, MANAGING AND OUTPUTTING A PLURALITY OF USER-RELATED DATA FILES OF DIFFERENT DATA TYPES ON A USER-INTERFACE OF A DEVICE AND A DEVICE FOR STORAGE AND OPERATION OF THE COMPUTER PROGRAM","The invention is concerned with a method for receiving, managing and outputting a plurality of user-related data files (V1 to F2) of different data types on a user-interface (11) of a device (12). Each of the user-related data files (V1 to F2) is managed into one of at least one data group (G1, G2, G3) on a basis of at least one predefined criterion. The at least one data group (G1, G2, G3) comprises a respective predefined group output characteristic associated to a physical position of the device or a particular instant of time.The outputting of a user-related data file (V1 to F2), the associated data group (G1, G2, G3) is selected based on the respective predefined group output characteristic on one side and on a physical environment (Q1, Q2, R1, R2) on the other side.
"
EP3671325,EP18214024,64746156,"Wed, 19 Dec 2018",0,,"['B60R 1/00', 'B60R 1/04', 'B60R 1/12', 'G02F 1/1333', 'H10K 59/128', 'H10K 59/176', 'H10K 59/50']",EP 3671325 A1,"Wed, 24 Jun 2020",,en,"['B60R 1/04', 'B60R 1/12', 'G02F 1/1333', 'H01L27-32']",ANZEIGEVORRICHTUNG ZUM ANZEIGEN EINES PIXELBASIERTEN GRAFISCHEN INHALTS IN ZWEI RICHTUNGEN UND KRAFTFAHRZEUG MIT SOLCH EINER ANZEIGEVORRICHTUNG,"The invention is concerned with a display device (15) for displaying a graphical content (21), wherein a control unit (17) is designed to control a pixel matrix (28) for emitting light (32) that shows the graphical content (21) and a first display screen (18) is provided through which the light passes into surroundings of the display device (15). The invention is characterized in that the display device (15) comprises a second display screen (26) which faces into a different direction (30) compared to the first display screen (18) and the control unit (17) comprises two display modes (33, 34) wherein in the first display mode (33) the graphical content (21) is only displayed on either one of the display screens (18) and the respective other display screen (26) is deactivated and in the second display mode (34) the same graphical content (21) is displayed on both display screens (18, 26).
"
EP3671534,EP18214053,64746171,"Wed, 19 Dec 2018",0,,"['G06Q 30/0241', 'G06Q 30/0643', 'G06V 40/10']",EP 3671534 A1,"Wed, 24 Jun 2020",,en,"['G06K9-00', 'G06Q 30/06']",DISPOSITIF DE MIROIR ÉLECTRONIQUE DOTÉ D'UN AGENCEMENT D'AFFICHAGE DE CAMÉRA ET VÉHICULE À MOTEUR ET PROCÉDÉ DE FONCTIONNEMENT DU DISPOSITIF ÉLECTRONIQUE,"The invention is concerned with an electronic mirror device (11), wherein a field-of-view of a camera (12) is directed to a viewing region (17) and a display (14) is designed to display at least one output image (20) to the viewing region (17). The invention is characterized in that an image processing unit (13) is designed to receive the at least one camera image (21) from the camera (12) and to generate the at least one output image (20) on the basis of the at least one camera image (21) by providing several copies (C0-C4) of at least one body part (23) of at least one person (19) shown in the at least one camera image (21), wherein an appearance of each copy (C0-C4) is individually manipulated by overlaying a different predefined image content (22-22D) over the respective copy (C0-C4).
"
EP3670295,EP18214097,65009550,"Wed, 19 Dec 2018",1,"Wed, 23 Nov 2022","['B60K 37/06', 'B62D 1/046', 'G06F 1/1669', 'G06F 3/017', 'G06F 3/0221', 'G06F 3/0231', 'G06F 3/0346']","['EP 3670295 A1', 'EP 3670295 B1']","Wed, 24 Jun 2020",,en,"['B60K 37/00', 'B62D 1/04', 'G06F 1/16', 'G06F 3/01', 'G06F 3/02', 'G06F 3/03', 'G06F 3/0346', 'G06F 3/16']",EINGABEEINHEIT ZUM ENTFERNTEN BEREITSTELLEN VON BENUTZEREINGABEN FÜR EINE ELEKTRONISCHE BENUTZERSCHNITTSTELLE UND KRAFTFAHRZEUG MIT DER EINGABEEINHEIT,"The invention is concerned with an input unit (10) for remotely providing user input to an electronic user interface (12), the input unit (10) comprising a keyboard device (13). The keyboard device (13) comprises a) a portable core element (14), b) a base plate arrangement (18) that is attached to and foldable relative to the portable core element (14) between a first state (M1) and a second state (M2) and c) a plurality of key structures (K), which are designed to detect a first user input that is provided by the application of pressure and wirelessly send a first user input signal (T1) to the electronic user interface (12). The keyboard device (13) with the base plate arrangement (18) in the second state (M2) is designed to function as a wireless pointer tool to remotely send a second user input signal (T2) to at least one predefined selectable element.
"
EP3670234,EP18214103,64746202,"Wed, 19 Dec 2018",1,"Wed, 24 Nov 2021","['B60K 35/00', 'B60K 37/02', 'B60K 37/06', 'G06F 1/1601', 'G06F 1/3206', 'G06F 1/3265', 'H03K 17/96']","['EP 3670234 A1', 'EP 3670234 B1']","Wed, 24 Jun 2020",,en,"['B60K 35/00', 'B60K 37/06', 'G06F 3/041', 'G06F 3/0488', 'H03K 17/96']",AGENCEMENT D'UNE UNITÉ DE FONCTIONNEMENT DANS UN VÉHICULE À MOTEUR,"The invention relates to an arrangement of an operating unit (1) in a motor vehicle comprising a touch-sensitive operating panel (2). The operating unit (1) is located below an elastic cover (3). At least the operating panel (2) is designed such that it can be folded up from an at least approximately horizontal position.
"
EP3717297,EP18819001,64664704,"Fri, 30 Nov 2018",1,"Wed, 13 Oct 2021","['B60K 35/00', 'B60K 37/02', 'B60K 37/04', 'B60R 11/0235']","['EP 3717297 A1', 'EP 3717297 B1']","Wed, 07 Oct 2020",DE/102017221711,de,"['B60K 35/00', 'B60K 37/02', 'B60K 37/04', 'B60R 11/00', 'B60R 11/02']",DISPLAY ADJUSTMENT SYSTEM AND METHOD FOR POSITIONING A DISPLAY FOR A DASHBOARD OF A VEHICLE,
EP3738016,EP18826570,64900882,"Mon, 17 Dec 2018",0,,"['B60K 35/00', 'B60K 37/04', 'B60K 37/06', 'G06F 1/1652', 'G06F 3/017', 'G06F 3/0346', 'G06F 3/038', 'G06F 3/0482', 'G06F 3/04847', 'G06F 3/0487', 'G06F 3/0488', 'G08C 17/02', 'H04M 1/0285']",EP 3738016 A1,"Wed, 18 Nov 2020",DE/102018200407,de,"['B60K 37/06', 'G02F 1/1333', 'G06F 1/16', 'G06F 3/01', 'G06F 3/0346', 'G06F 3/038', 'G06F 3/0482', 'G06F 3/0484', 'G06F 3/0487', 'G06F 3/0488', 'G06F 3/14', 'G08C 17/02', 'H04M 1/02', 'H04W 4/02']","DISPOSITIF DE COMMANDE PORTABLE, MOBILE ET PROCÉDÉ DE FONCTIONNEMENT D'UN APPAREIL AU MOYEN DU DISPOSITIF DE COMMANDE PORTABLE, MOBILE",
EP3687859,EP18826533,64900853,"Tue, 11 Dec 2018",1,"Wed, 18 Aug 2021","['B60Q 1/085', 'B60Q 1/143', 'B60Q 1/507', 'B60Q 1/543']","['EP 3687859 A1', 'EP 3687859 B1']","Wed, 05 Aug 2020",DE/102017223451,de,B60Q 1/50,"METHOD FOR ILLUMINATING A ROAD AREA BY PROJECTING A TRAJECTORY, AND MOTOR VEHICLE",
EP3728893,EP18826965,64901480,"Thu, 29 Nov 2018",0,,F16F 15/145,EP 3728893 A1,"Wed, 28 Oct 2020",DE/102017223450,de,F16F 15/14,CENTRIFUGAL PENDULUM,
EP3724470,EP18826974,64901486,"Fri, 07 Dec 2018",1,"Wed, 23 Feb 2022","['F01N 13/18', 'F01N 13/1844', 'F16L 23/08', 'F16L 23/16', 'F16L 23/18']","['EP 3724470 A1', 'EP 3724470 B1']","Wed, 21 Oct 2020",DE/102017222383,de,"['F01N 13/18', 'F16L 23/08', 'F16L 23/18']","ANORDNUNG UND VERFAHREN ZUM VERBINDEN FLUIDLEITENDER BAUTEILE, INSBESONDERE IM ABGASSTRANG EINES KRAFTFAHRZEUGS",
EP3680883,EP19151299,65019334,"Fri, 11 Jan 2019",0,,"['B60K 35/00', 'G09G 3/20', 'G09G 3/3225']",EP 3680883 A1,"Wed, 15 Jul 2020",,en,"['G09G 3/20', 'G09G 3/3225']",A DISPLAY DEVICE AND A VEHICLE COMRISING THE DISPLAY DEVICE,"The invention is concerned with a display device (16) comprising: a display panel (17) comprising a pixel matrix (43) and a control circuitry (18), wherein the control circuitry (18) is designed to actuate pixel elements of the pixel matrix (43) for displaying at least one graphic display object (19). A luminosity sensor arrangement (L) is designed to estimate an intensity of the light (24) independently for different portions (B1, B2, B3) of the display panel (17) and provide an intensity signal (X1, X2, X3) to the control circuitry (18). The control circuitry (18) is adapted to adjust the intensity of the light (31) radiating from each of the pixel element comprised in the respective portion (B1, B2, B3) of the display panel (17) individually.
"
EP3546308,EP19152380,65324145,"Thu, 17 Jan 2019",1,"Wed, 05 Jan 2022","['G07C 5/08', 'G07C 5/085', 'G07C 5/0866']","['EP 3546308 A1', 'EP 3546308 B1']","Wed, 02 Oct 2019",DE/102018204883,de,"['B60W 30/08', 'B60W 30/095', 'G07C 5/08']","METHOD FOR OPERATING A CONTROL DEVICE, MOTOR VEHICLE AND COMPUTER PROGRAM","Verfahren zum Betrieb eines Steuergeräts eines Kraftfahrzeugs, wobei das Steuergerät zur vollständig automatischen Führung des Kraftfahrzeugs ausgebildet ist, indem Fahrsituationsdaten umfassend Umfelddaten wenigstens eines Umfeldsensors des Kraftfahrzeugs, die dem Steuergerät zugeführt werden, ausgewertet werden, wobei in dem Steuergerät durch weitere Auswertung der Fahrsituationsdaten eine eine Wahrscheinlichkeit für das Eintreten einer Kollision mit einem Fremdobjekt beschreibende Kollisionswahrscheinlichkeit ermittelt wird, wobei bei Überschreitung eines Schwellwerts für die Kollisionswahrscheinlichkeit ein Triggersignal erzeugt wird, bei dessen Vorliegen begonnen wird, wenigstens einen Teil der aktuellen Umfelddaten in einem Zeitraum bis wenigstens zum Eintritt der Kollision und/oder bis zum Absinken der Kollisionswahrscheinlichkeit unter den und/oder einen weiteren Schwellwert kontinuierlich in einem Speichermittel des Steuergeräts, zu einem späteren Zeitpunkt abrufbar, abzuspeichern.
"
